品种,趋势强度,趋势强度_float,日期,文件名
原木,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
对二甲苯,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
PTA,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
MEG,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
橡胶,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
合成橡胶,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
沥青,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
LLDPE,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
PP,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
烧碱,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
纸浆,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
甲醇,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
尿素,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
苯乙烯,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
纯碱,-1,-1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
LPG,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
丙烯,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
PVC,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
燃料油,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
低硫燃料油,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
集运指数（欧线）,-1,-1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
短纤,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
瓶片,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
双胶纸,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
纯苯,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
棕榈油,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
豆油,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
豆粕,1,1.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
豆一,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
玉米,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
白糖,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
棉花,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
花生,0,0.0,2025-08-22,11_国泰君安期货_[合集]_R3_晨报_20250822.pdf
黄金,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
白银,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
铜,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
锌,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
铅,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
锡,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
铝,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
氧化铝,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
铝合金,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
镍,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
不锈钢,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
碳酸锂,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
工业硅,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
多晶硅,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
铁矿石,2,2.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
螺纹钢,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
热轧卷板,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
硅铁,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
锰硅,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
焦炭,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
焦煤,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
原木,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
对二甲苯,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
PTA,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
MEG,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
橡胶,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
合成橡胶,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
沥青,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
LLDPE,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
PP,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
烧碱,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
纸浆,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
甲醇,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
尿素,-1,-1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
苯乙烯,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
纯碱,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
LPG,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
丙烯,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
PVC,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
燃料油,2,2.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
低硫燃料油,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
集运指数（欧线）,-1,-1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
短纤,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
瓶片,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
双胶纸,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
纯苯,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
棕榈油,1,1.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
豆油,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
豆粕,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
豆一,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
玉米,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
白糖,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
棉花,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
花生,0,0.0,2025-08-25,11_国泰君安期货_[合集]_R3_晨报_20250825.pdf
黄金,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
白银,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
铜,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
锌,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
铅,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
锡,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
铝,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
氧化铝,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
铝合金,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
镍,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
不锈钢,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
碳酸锂,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
工业硅,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
多晶硅,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
铁矿石,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
螺纹钢,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
热轧卷板,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
硅铁,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
锰硅,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
焦炭,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
焦煤,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
原木,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
对二甲苯,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
PTA,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
MEG,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
橡胶,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
合成橡胶,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
沥青,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
LLDPE,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
PP,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
烧碱,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
纸浆,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
甲醇,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
尿素,-1,-1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
苯乙烯,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
纯碱,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
LPG,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
丙烯,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
PVC,-1,-1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
燃料油,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
低硫燃料油,1,1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
集运指数（欧线）,-1,-1.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
短纤,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
瓶片,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
双胶纸,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
纯苯,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
棕榈油,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
豆油,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
豆粕,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
豆一,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
玉米,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
白糖,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
棉花,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
花生,0,0.0,2025-08-26,11_国泰君安期货_[合集]_R3_晨报_20250826.pdf
黄金,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
白银,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
铜,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
锌,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
铅,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
锡,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
铝,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
氧化铝,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
铝合金,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
镍,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
不锈钢,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
碳酸锂,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
工业硅,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
多晶硅,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
铁矿石,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
螺纹钢,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
热轧卷板,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
硅铁,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
锰硅,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
焦炭,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
焦煤,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
原木,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
对二甲苯,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
PTA,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
MEG,1,1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
橡胶,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
合成橡胶,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
沥青,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
LLDPE,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
PP,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
烧碱,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
纸浆,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
甲醇,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
尿素,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
苯乙烯,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
纯碱,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
LPG,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
丙烯,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
PVC,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
燃料油,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
低硫燃料油,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
集运指数（欧线）,-1,-1.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
短纤,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
瓶片,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
双胶纸,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
纯苯,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
棕榈油,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
豆油,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
豆粕,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
豆一,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
玉米,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
白糖,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
棉花,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
花生,0,0.0,2025-08-27,11_国泰君安期货_[合集]_R3_晨报_20250827.pdf
黄金,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
白银,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
铜,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
锌,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
铅,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
锡,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
铝,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
氧化铝,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
铝合金,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
镍,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
不锈钢,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
碳酸锂,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
工业硅,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
多晶硅,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
铁矿石,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
螺纹钢,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
热轧卷板,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
硅铁,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
锰硅,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
焦炭,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
焦煤,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
原木,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
对二甲苯,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
PTA,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
MEG,1,1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
橡胶,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
合成橡胶,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
沥青,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
LLDPE,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
PP,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
烧碱,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
纸浆,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
甲醇,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
尿素,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
苯乙烯,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
纯碱,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
LPG,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
丙烯,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
PVC,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
燃料油,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
低硫燃料油,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
集运指数（欧线）,-1,-1.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
短纤,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
瓶片,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
双胶纸,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
纯苯,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
棕榈油,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
豆油,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
豆粕,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
豆一,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
玉米,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
白糖,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
棉花,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
花生,0,0.0,2025-08-28,11_国泰君安期货_[合集]_R3_晨报_20250828.pdf
黄金,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
白银,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
铜,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
锌,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
铅,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
锡,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
铝,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
氧化铝,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
铝合金,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
镍,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
不锈钢,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
碳酸锂,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
工业硅,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
多晶硅,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
铁矿石,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
螺纹钢,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
热轧卷板,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
硅铁,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
锰硅,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
焦炭,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
焦煤,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
原木,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
对二甲苯,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
PTA,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
MEG,1,1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
橡胶,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
合成橡胶,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
沥青,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
LLDPE,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
PP,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
烧碱,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
纸浆,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
甲醇,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
尿素,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
苯乙烯,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
纯碱,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
LPG,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
丙烯,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
PVC,-1,-1.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
燃料油,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
低硫燃料油,0,0.0,2025-08-29,11_国泰君安期货_[合集]_R3_晨报_20250829.pdf
